temp,traffic_volume,rain_1h,snow_1h,clouds_all,date_time
273.79,6485,0.0,0.0,90,2013-11-21T07:00:00.000+05:30
271.41,6251,0.0,0.0,90,2013-11-21T08:00:00.000+05:30
271.18,5379,0.0,0.0,90,2013-11-21T09:00:00.000+05:30
271.93,4679,0.0,0.0,90,2013-11-21T10:00:00.000+05:30
271.82,4859,0.0,0.0,90,2013-11-21T11:00:00.000+05:30
271.49,5214,0.0,0.0,90,2013-11-21T12:00:00.000+05:30
271.15,5084,0.0,0.0,90,2013-11-21T13:00:00.000+05:30
271.29,5447,0.0,0.0,90,2013-11-21T14:00:00.000+05:30
271.3,5995,0.0,0.0,90,2013-11-21T15:00:00.000+05:30
271.15,6209,0.0,0.0,90,2013-11-21T16:00:00.000+05:30
270.15,5996,0.0,0.0,90,2013-11-21T17:00:00.000+05:30
270.15,4670,0.0,0.0,90,2013-11-21T18:00:00.000+05:30
269.69,3302,0.0,0.0,90,2013-11-21T19:00:00.000+05:30
269.15,2713,0.0,0.0,90,2013-11-21T20:00:00.000+05:30
269.47,2524,0.0,0.0,90,2013-11-21T21:00:00.000+05:30
269.15,2027,0.0,0.0,90,2013-11-21T22:00:00.000+05:30
268.47,1200,0.0,0.0,75,2013-11-21T23:00:00.000+05:30
267.79,643,0.0,0.0,90,2013-11-22T00:00:00.000+05:30
267.44,386,0.0,0.0,75,2013-11-22T01:00:00.000+05:30
266.76,332,0.0,0.0,1,2013-11-22T02:00:00.000+05:30
265.44,425,0.0,0.0,1,2013-11-22T03:00:00.000+05:30
264.44,743,0.0,0.0,1,2013-11-22T04:00:00.000+05:30
263.44,2606,0.0,0.0,1,2013-11-22T05:00:00.000+05:30
262.44,5548,0.0,0.0,5,2013-11-22T06:00:00.000+05:30
261.61,6641,0.0,0.0,1,2013-11-22T07:00:00.000+05:30
263.41,5908,0.0,0.0,5,2013-11-22T08:00:00.000+05:30
265.61,5061,0.0,0.0,5,2013-11-22T09:00:00.000+05:30
268.64,4722,0.0,0.0,5,2013-11-22T10:00:00.000+05:30
270.83,5153,0.0,0.0,1,2013-11-22T11:00:00.000+05:30
272.15,5505,0.0,0.0,1,2013-11-22T12:00:00.000+05:30
274.15,5478,0.0,0.0,1,2013-11-22T13:00:00.000+05:30
274.15,5789,0.0,0.0,1,2013-11-22T14:00:00.000+05:30
272.15,6047,0.0,0.0,1,2013-11-22T15:00:00.000+05:30
271.47,6512,0.0,0.0,1,2013-11-22T16:00:00.000+05:30
269.81,6238,0.0,0.0,75,2013-11-22T17:00:00.000+05:30
268.36,5306,0.0,0.0,90,2013-11-22T18:00:00.000+05:30
267.13,3697,0.0,0.0,90,2013-11-22T19:00:00.000+05:30
265.65,2926,0.0,0.0,40,2013-11-22T20:00:00.000+05:30
264.46,3029,0.0,0.0,40,2013-11-22T21:00:00.000+05:30
262.63,3041,0.0,0.0,1,2013-11-22T22:00:00.000+05:30
261.93,3384,0.0,0.0,75,2013-11-22T23:00:00.000+05:30
261.31,1197,0.0,0.0,90,2013-11-23T00:00:00.000+05:30
260.35,725,0.0,0.0,1,2013-11-23T01:00:00.000+05:30
259.63,530,0.0,0.0,1,2013-11-23T02:00:00.000+05:30
259.39,377,0.0,0.0,1,2013-11-23T03:00:00.000+05:30
259.39,362,0.0,0.0,1,2013-11-23T04:00:00.000+05:30
258.91,709,0.0,0.0,1,2013-11-23T05:00:00.000+05:30
258.39,1278,0.0,0.0,1,2013-11-23T06:00:00.000+05:30
257.81,1827,0.0,0.0,1,2013-11-23T07:00:00.000+05:30
258.81,2719,0.0,0.0,1,2013-11-23T08:00:00.000+05:30
260.15,3685,0.0,0.0,1,2013-11-23T09:00:00.000+05:30
261.15,4439,0.0,0.0,1,2013-11-23T10:00:00.000+05:30
263.43,4975,0.0,0.0,75,2013-11-23T11:00:00.000+05:30
264.38,5311,0.0,0.0,40,2013-11-23T12:00:00.000+05:30
265.15,5020,0.0,0.0,1,2013-11-23T13:00:00.000+05:30
265.38,4213,0.0,0.0,5,2013-11-23T14:00:00.000+05:30
265.15,4127,0.0,0.0,1,2013-11-23T15:00:00.000+05:30
263.89,4164,0.0,0.0,5,2013-11-23T16:00:00.000+05:30
262.47,4027,0.0,0.0,1,2013-11-23T17:00:00.000+05:30
261.13,3682,0.0,0.0,1,2013-11-23T18:00:00.000+05:30
260.79,3193,0.0,0.0,1,2013-11-23T19:00:00.000+05:30
260.12,2594,0.0,0.0,5,2013-11-23T20:00:00.000+05:30
259.87,2572,0.0,0.0,1,2013-11-23T21:00:00.000+05:30
259.37,2549,0.0,0.0,1,2013-11-23T22:00:00.000+05:30
259.12,2311,0.0,0.0,1,2013-11-23T23:00:00.000+05:30
258.38,1184,0.0,0.0,1,2013-11-24T00:00:00.000+05:30
258.38,835,0.0,0.0,1,2013-11-24T01:00:00.000+05:30
258.39,558,0.0,0.0,1,2013-11-24T02:00:00.000+05:30
259.15,361,0.0,0.0,1,2013-11-24T03:00:00.000+05:30
258.89,292,0.0,0.0,1,2013-11-24T04:00:00.000+05:30
259.88,463,0.0,0.0,1,2013-11-24T05:00:00.000+05:30
260.64,745,0.0,0.0,1,2013-11-24T06:00:00.000+05:30
260.81,1089,0.0,0.0,1,2013-11-24T07:00:00.000+05:30
262.47,1708,0.0,0.0,1,2013-11-24T08:00:00.000+05:30
265.15,2623,0.0,0.0,1,2013-11-24T09:00:00.000+05:30
267.15,3319,0.0,0.0,1,2013-11-24T10:00:00.000+05:30
269.34,3509,0.0,0.0,5,2013-11-24T11:00:00.000+05:30
271.15,3731,0.0,0.0,5,2013-11-24T12:00:00.000+05:30
272.15,3808,0.0,0.0,1,2013-11-24T13:00:00.000+05:30
274.15,3777,0.0,0.0,1,2013-11-24T14:00:00.000+05:30
274.66,3866,0.0,0.0,1,2013-11-24T15:00:00.000+05:30
274.15,4148,0.0,0.0,1,2013-11-24T16:00:00.000+05:30
272.15,3671,0.0,0.0,1,2013-11-24T17:00:00.000+05:30
272.15,3122,0.0,0.0,1,2013-11-24T18:00:00.000+05:30
272.15,2995,0.0,0.0,1,2013-11-24T19:00:00.000+05:30
271.83,2658,0.0,0.0,1,2013-11-24T20:00:00.000+05:30
271.66,2298,0.0,0.0,1,2013-11-24T21:00:00.000+05:30
271.16,1583,0.0,0.0,1,2013-11-24T22:00:00.000+05:30
271.66,894,0.0,0.0,1,2013-11-24T23:00:00.000+05:30
272.15,468,0.0,0.0,1,2013-11-25T00:00:00.000+05:30
272.15,267,0.0,0.0,40,2013-11-25T01:00:00.000+05:30
272.15,232,0.0,0.0,90,2013-11-25T02:00:00.000+05:30
272.15,317,0.0,0.0,40,2013-11-25T03:00:00.000+05:30
272.15,793,0.0,0.0,1,2013-11-25T04:00:00.000+05:30
272.15,2657,0.0,0.0,1,2013-11-25T05:00:00.000+05:30
271.48,5715,0.0,0.0,1,2013-11-25T06:00:00.000+05:30
272.26,5997,0.0,0.0,75,2013-11-25T08:00:00.000+05:30
274.67,4490,0.0,0.0,75,2013-11-25T10:00:00.000+05:30
274.95,4714,0.0,0.0,64,2013-11-25T11:00:00.000+05:30
275.85,4844,0.0,0.0,64,2013-11-25T12:00:00.000+05:30
276.36,5340,0.0,0.0,64,2013-11-25T14:00:00.000+05:30
276.61,5828,0.0,0.0,64,2013-11-25T15:00:00.000+05:30
276.23,6492,0.0,0.0,64,2013-11-25T16:00:00.000+05:30
276.1,6066,0.0,0.0,64,2013-11-25T17:00:00.000+05:30
275.85,4183,0.0,0.0,64,2013-11-25T18:00:00.000+05:30
275.45,2876,0.0,0.0,64,2013-11-25T19:00:00.000+05:30
274.31,2405,0.0,0.0,64,2013-11-25T20:00:00.000+05:30
276.793,2070,0.0,0.0,64,2013-11-25T21:00:00.000+05:30
272.75,1444,0.0,0.0,64,2013-11-25T22:00:00.000+05:30
272.12,983,0.0,0.0,64,2013-11-25T23:00:00.000+05:30
271.69,535,0.0,0.0,64,2013-11-26T00:00:00.000+05:30
270.9,251,0.0,0.0,64,2013-11-26T02:00:00.000+05:30
270.39,343,0.0,0.0,64,2013-11-26T03:00:00.000+05:30
270.05,775,0.0,0.0,64,2013-11-26T04:00:00.000+05:30
268.49,2727,0.0,0.0,64,2013-11-26T05:00:00.000+05:30
266.4,5725,0.0,0.0,64,2013-11-26T06:00:00.000+05:30
265.42,6891,0.0,0.0,64,2013-11-26T07:00:00.000+05:30
263.92,6051,0.0,0.0,64,2013-11-26T08:00:00.000+05:30
264.81,5275,0.0,0.0,64,2013-11-26T09:00:00.000+05:30
265.59,4603,0.0,0.0,40,2013-11-26T10:00:00.000+05:30
266.35,5025,0.0,0.0,64,2013-11-26T11:00:00.000+05:30
266.61,5336,0.0,0.0,75,2013-11-26T12:00:00.000+05:30
266.73,5219,0.0,0.0,64,2013-11-26T13:00:00.000+05:30
266.99,5775,0.0,0.0,64,2013-11-26T14:00:00.000+05:30
266.5,6070,0.0,0.0,75,2013-11-26T15:00:00.000+05:30
265.71,6273,0.0,0.0,64,2013-11-26T17:00:00.000+05:30
265.39,4463,0.0,0.0,75,2013-11-26T18:00:00.000+05:30
264.95,3294,0.0,0.0,64,2013-11-26T19:00:00.000+05:30
264.15,2886,0.0,0.0,40,2013-11-26T20:00:00.000+05:30
262.63,2565,0.0,0.0,1,2013-11-26T21:00:00.000+05:30
262.22,1111,0.0,0.0,64,2013-11-26T23:00:00.000+05:30
261.19,624,0.0,0.0,64,2013-11-27T00:00:00.000+05:30
260.68,395,0.0,0.0,64,2013-11-27T01:00:00.000+05:30
260.48,292,0.0,0.0,64,2013-11-27T02:00:00.000+05:30
259.66,396,0.0,0.0,64,2013-11-27T03:00:00.000+05:30
259.36,733,0.0,0.0,64,2013-11-27T04:00:00.000+05:30
258.84,2591,0.0,0.0,64,2013-11-27T05:00:00.000+05:30
258.54,5210,0.0,0.0,64,2013-11-27T06:00:00.000+05:30
258.14,6004,0.0,0.0,64,2013-11-27T07:00:00.000+05:30
257.37,5651,0.0,0.0,64,2013-11-27T08:00:00.000+05:30
260.69,5084,0.0,0.0,1,2013-11-27T09:00:00.000+05:30
262.89,4706,0.0,0.0,64,2013-11-27T10:00:00.000+05:30
264.67,5370,0.0,0.0,75,2013-11-27T11:00:00.000+05:30
265.59,5572,0.0,0.0,64,2013-11-27T12:00:00.000+05:30
266.36,5712,0.0,0.0,64,2013-11-27T13:00:00.000+05:30
266.61,6274,0.0,0.0,64,2013-11-27T14:00:00.000+05:30
267.25,6366,0.0,0.0,64,2013-11-27T15:00:00.000+05:30
267.83,6156,0.0,0.0,64,2013-11-27T16:00:00.000+05:30
267.89,5052,0.0,0.0,64,2013-11-27T17:00:00.000+05:30
267.89,4399,0.0,0.0,64,2013-11-27T18:00:00.000+05:30
268.28,3347,0.0,0.0,64,2013-11-27T19:00:00.000+05:30
268.65,2786,0.0,0.0,90,2013-11-27T20:00:00.000+05:30
268.45,3345,0.0,0.0,90,2013-11-27T21:00:00.000+05:30
268.35,2889,0.0,0.0,64,2013-11-27T22:00:00.000+05:30
268.35,1535,0.0,0.0,64,2013-11-27T23:00:00.000+05:30
268.24,929,0.0,0.0,64,2013-11-28T00:00:00.000+05:30
268.45,577,0.0,0.0,64,2013-11-28T01:00:00.000+05:30
267.84,409,0.0,0.0,64,2013-11-28T02:00:00.000+05:30
267.84,284,0.0,0.0,64,2013-11-28T03:00:00.000+05:30
267.83,264,0.0,0.0,64,2013-11-28T04:00:00.000+05:30
268.03,801,0.0,0.0,64,2013-11-28T06:00:00.000+05:30
268.24,984,0.0,0.0,64,2013-11-28T07:00:00.000+05:30
267.88,1295,0.0,0.0,64,2013-11-28T08:00:00.000+05:30
267.73,2125,0.0,0.0,40,2013-11-28T09:00:00.000+05:30
269.05,2493,0.0,0.0,75,2013-11-28T10:00:00.000+05:30
269.37,3378,0.0,0.0,75,2013-11-28T11:00:00.000+05:30
269.59,3649,0.0,0.0,75,2013-11-28T12:00:00.000+05:30
269.38,3157,0.0,0.0,64,2013-11-28T13:00:00.000+05:30
269.16,3019,0.0,0.0,90,2013-11-28T14:00:00.000+05:30
269.44,2954,0.0,0.0,64,2013-11-28T15:00:00.000+05:30
268.8,2958,0.0,0.0,64,2013-11-28T16:00:00.000+05:30
267.25,3235,0.0,0.0,64,2013-11-28T17:00:00.000+05:30
265.58,3132,0.0,0.0,64,2013-11-28T18:00:00.000+05:30
263.79,3385,0.0,0.0,64,2013-11-28T19:00:00.000+05:30
262.89,3119,0.0,0.0,64,2013-11-28T20:00:00.000+05:30
262.21,2620,0.0,0.0,5,2013-11-28T21:00:00.000+05:30
261.0,2043,0.0,0.0,64,2013-11-28T22:00:00.000+05:30
260.48,1425,0.0,0.0,64,2013-11-28T23:00:00.000+05:30
259.98,792,0.0,0.0,64,2013-11-29T00:00:00.000+05:30
259.47,494,0.0,0.0,64,2013-11-29T01:00:00.000+05:30
258.75,346,0.0,0.0,64,2013-11-29T02:00:00.000+05:30
258.96,319,0.0,0.0,64,2013-11-29T03:00:00.000+05:30
259.16,435,0.0,0.0,64,2013-11-29T04:00:00.000+05:30
261.1,1169,0.0,0.0,64,2013-11-29T05:00:00.000+05:30
262.74,2137,0.0,0.0,64,2013-11-29T06:00:00.000+05:30
263.92,2542,0.0,0.0,1,2013-11-29T07:00:00.000+05:30
265.67,3107,0.0,0.0,64,2013-11-29T09:00:00.000+05:30
266.58,3397,0.0,0.0,64,2013-11-29T10:00:00.000+05:30
268.4,4015,0.0,0.0,64,2013-11-29T11:00:00.000+05:30
269.83,4196,0.0,0.0,64,2013-11-29T12:00:00.000+05:30
271.2,4449,0.0,0.0,64,2013-11-29T13:00:00.000+05:30
272.3,4563,0.0,0.0,64,2013-11-29T14:00:00.000+05:30
272.07,4742,0.0,0.0,64,2013-11-29T15:00:00.000+05:30
272.08,4513,0.0,0.0,64,2013-11-29T16:00:00.000+05:30
271.86,4247,0.0,0.0,64,2013-11-29T17:00:00.000+05:30
271.95,3587,0.0,0.0,64,2013-11-29T18:00:00.000+05:30
271.62,3843,0.0,0.0,64,2013-11-29T19:00:00.000+05:30
271.61,3487,0.0,0.0,90,2013-11-29T20:00:00.000+05:30
271.43,2552,0.0,0.0,64,2013-11-29T21:00:00.000+05:30
271.3,2497,0.0,0.0,64,2013-11-29T22:00:00.000+05:30
271.05,1571,0.0,0.0,64,2013-11-29T23:00:00.000+05:30
271.05,1007,0.0,0.0,64,2013-11-30T00:00:00.000+05:30
270.66,672,0.0,0.0,64,2013-11-30T01:00:00.000+05:30
270.62,548,0.0,0.0,64,2013-11-30T02:00:00.000+05:30
270.62,360,0.0,0.0,64,2013-11-30T03:00:00.000+05:30
271.0,341,0.0,0.0,64,2013-11-30T04:00:00.000+05:30
270.52,641,0.0,0.0,64,2013-11-30T05:00:00.000+05:30
268.98,1029,0.0,0.0,64,2013-11-30T06:00:00.000+05:30
268.07,1419,0.0,0.0,64,2013-11-30T07:00:00.000+05:30
267.94,2051,0.0,0.0,64,2013-11-30T08:00:00.000+05:30
269.56,2958,0.0,0.0,64,2013-11-30T09:00:00.000+05:30
271.37,3358,0.0,0.0,64,2013-11-30T10:00:00.000+05:30
273.72,3699,0.0,0.0,64,2013-11-30T11:00:00.000+05:30
275.33,4165,0.0,0.0,64,2013-11-30T12:00:00.000+05:30
276.51,4187,0.0,0.0,64,2013-11-30T13:00:00.000+05:30
276.93,4566,0.0,0.0,64,2013-11-30T14:00:00.000+05:30
277.09,4846,0.0,0.0,64,2013-11-30T15:00:00.000+05:30
276.13,4744,0.0,0.0,64,2013-11-30T16:00:00.000+05:30
275.58,4609,0.0,0.0,90,2013-11-30T17:00:00.000+05:30
274.59,4244,0.0,0.0,64,2013-11-30T18:00:00.000+05:30
274.27,3532,0.0,0.0,64,2013-11-30T19:00:00.000+05:30
273.16,2896,0.0,0.0,64,2013-11-30T20:00:00.000+05:30
272.51,2603,0.0,0.0,64,2013-11-30T21:00:00.000+05:30
272.44,2870,0.0,0.0,64,2013-11-30T22:00:00.000+05:30
271.72,3345,0.0,0.0,64,2013-11-30T23:00:00.000+05:30
271.14,1335,0.0,0.0,64,2013-12-01T00:00:00.000+05:30
269.92,787,0.0,0.0,64,2013-12-01T01:00:00.000+05:30
269.24,692,0.0,0.0,64,2013-12-01T02:00:00.000+05:30
268.35,367,0.0,0.0,64,2013-12-01T03:00:00.000+05:30
266.84,296,0.0,0.0,64,2013-12-01T04:00:00.000+05:30
266.68,475,0.0,0.0,64,2013-12-01T05:00:00.000+05:30
266.07,780,0.0,0.0,64,2013-12-01T06:00:00.000+05:30
264.69,1093,0.0,0.0,64,2013-12-01T07:00:00.000+05:30
264.52,1675,0.0,0.0,64,2013-12-01T08:00:00.000+05:30
265.74,2646,0.0,0.0,64,2013-12-01T09:00:00.000+05:30
269.23,3914,0.0,0.0,64,2013-12-01T10:00:00.000+05:30
271.21,4130,0.0,0.0,64,2013-12-01T11:00:00.000+05:30
272.65,3935,0.0,0.0,64,2013-12-01T12:00:00.000+05:30
273.35,4332,0.0,0.0,64,2013-12-01T13:00:00.000+05:30
273.95,4499,0.0,0.0,64,2013-12-01T14:00:00.000+05:30
274.23,4490,0.0,0.0,64,2013-12-01T15:00:00.000+05:30
273.71,4963,0.0,0.0,64,2013-12-01T16:00:00.000+05:30
271.91,4412,0.0,0.0,64,2013-12-01T17:00:00.000+05:30
271.56,4132,0.0,0.0,64,2013-12-01T18:00:00.000+05:30
270.67,3472,0.0,0.0,64,2013-12-01T19:00:00.000+05:30
268.8,2975,0.0,0.0,64,2013-12-01T20:00:00.000+05:30
268.28,2354,0.0,0.0,64,2013-12-01T21:00:00.000+05:30
268.69,1523,0.0,0.0,64,2013-12-01T22:00:00.000+05:30
269.46,948,0.0,0.0,64,2013-12-01T23:00:00.000+05:30
270.24,518,0.0,0.0,64,2013-12-02T00:00:00.000+05:30
271.01,324,0.0,0.0,64,2013-12-02T01:00:00.000+05:30
271.5,243,0.0,0.0,64,2013-12-02T02:00:00.000+05:30
271.48,325,0.0,0.0,64,2013-12-02T03:00:00.000+05:30
271.8,814,0.0,0.0,64,2013-12-02T04:00:00.000+05:30
271.3,2726,0.0,0.0,64,2013-12-02T05:00:00.000+05:30
271.18,5698,0.0,0.0,64,2013-12-02T06:00:00.000+05:30
271.7,6277,0.0,0.0,64,2013-12-02T07:00:00.000+05:30
271.97,6076,0.0,0.0,64,2013-12-02T08:00:00.000+05:30
272.35,5104,0.0,0.0,64,2013-12-02T09:00:00.000+05:30
274.11,4455,0.0,0.0,90,2013-12-02T10:00:00.000+05:30
274.81,4584,0.0,0.0,64,2013-12-02T11:00:00.000+05:30
275.42,4751,0.0,0.0,64,2013-12-02T12:00:00.000+05:30
276.04,4818,0.0,0.0,64,2013-12-02T13:00:00.000+05:30
275.63,5252,0.25,0.0,64,2013-12-02T14:00:00.000+05:30
274.46,5655,1.02,0.0,64,2013-12-02T15:00:00.000+05:30
274.0,4895,0.64,0.0,64,2013-12-02T16:00:00.000+05:30
274.04,4795,0.25,0.0,64,2013-12-02T17:00:00.000+05:30
274.07,3611,1.02,0.0,64,2013-12-02T18:00:00.000+05:30
274.06,2568,0.76,0.0,64,2013-12-02T19:00:00.000+05:30
274.08,2217,0.38,0.0,64,2013-12-02T20:00:00.000+05:30
274.46,3175,0.38,0.0,64,2013-12-02T21:00:00.000+05:30
274.59,2137,0.0,0.0,64,2013-12-02T22:00:00.000+05:30
274.6,999,0.0,0.0,64,2013-12-02T23:00:00.000+05:30
274.21,494,0.0,0.0,64,2013-12-03T00:00:00.000+05:30
274.21,316,0.0,0.0,64,2013-12-03T01:00:00.000+05:30
274.44,272,0.0,0.0,64,2013-12-03T02:00:00.000+05:30
274.44,340,0.0,0.0,64,2013-12-03T03:00:00.000+05:30
274.44,818,0.0,0.0,64,2013-12-03T04:00:00.000+05:30
274.5,2839,0.0,0.0,64,2013-12-03T05:00:00.000+05:30
274.56,5551,0.0,0.0,64,2013-12-03T06:00:00.000+05:30
274.36,6020,0.51,0.0,64,2013-12-03T07:00:00.000+05:30
274.44,5945,0.0,0.0,64,2013-12-03T08:00:00.000+05:30
274.36,5144,0.0,0.0,64,2013-12-03T09:00:00.000+05:30
274.42,4524,0.0,0.0,64,2013-12-03T10:00:00.000+05:30
274.42,4596,0.25,0.0,64,2013-12-03T11:00:00.000+05:30
274.39,4760,0.76,0.0,90,2013-12-03T12:00:00.000+05:30
274.3,4739,1.27,0.0,64,2013-12-03T13:00:00.000+05:30
274.0,5133,0.68,0.0,64,2013-12-03T14:00:00.000+05:30
274.32,5651,0.25,0.0,90,2013-12-03T15:00:00.000+05:30
274.02,6118,0.25,0.0,64,2013-12-03T16:00:00.000+05:30
273.93,5798,0.0,0.0,64,2013-12-03T17:00:00.000+05:30
273.93,4372,0.0,0.0,64,2013-12-03T18:00:00.000+05:30
274.15,3203,0.0,0.0,90,2013-12-03T19:00:00.000+05:30
274.15,2894,0.0,0.0,90,2013-12-03T20:00:00.000+05:30
274.15,2431,0.0,0.0,90,2013-12-03T21:00:00.000+05:30
273.27,1392,0.0,0.0,64,2013-12-03T23:00:00.000+05:30
272.97,613,0.0,0.0,64,2013-12-04T00:00:00.000+05:30
272.26,365,0.0,0.0,64,2013-12-04T01:00:00.000+05:30
272.08,275,0.0,0.0,64,2013-12-04T02:00:00.000+05:30
272.03,371,0.0,0.0,64,2013-12-04T03:00:00.000+05:30
271.85,822,0.0,0.0,90,2013-12-04T04:00:00.000+05:30
271.58,2744,0.0,0.0,64,2013-12-04T05:00:00.000+05:30
271.18,4540,0.0,0.0,64,2013-12-04T06:00:00.000+05:30
271.3,4025,0.0,0.0,64,2013-12-04T07:00:00.000+05:30
271.3,4173,1.52,0.0,64,2013-12-04T08:00:00.000+05:30
271.53,3876,1.27,0.0,90,2013-12-04T09:00:00.000+05:30
271.45,3869,1.52,0.0,90,2013-12-04T10:00:00.000+05:30
271.6,3519,0.51,0.0,64,2013-12-04T11:00:00.000+05:30
271.42,3556,0.0,0.0,64,2013-12-04T12:00:00.000+05:30
271.45,3880,0.0,0.0,64,2013-12-04T13:00:00.000+05:30
271.3,4007,0.0,0.0,64,2013-12-04T14:00:00.000+05:30
271.44,4409,0.0,0.0,64,2013-12-04T15:00:00.000+05:30
271.5,4315,0.0,0.0,90,2013-12-04T16:00:00.000+05:30
271.12,4132,0.25,0.0,64,2013-12-04T17:00:00.000+05:30
270.88,3126,0.25,0.0,64,2013-12-04T18:00:00.000+05:30
269.95,2316,0.0,0.0,90,2013-12-04T19:00:00.000+05:30
268.61,1953,0.0,0.0,90,2013-12-04T20:00:00.000+05:30
268.01,1725,0.0,0.0,64,2013-12-04T21:00:00.000+05:30
265.78,1460,0.0,0.0,64,2013-12-04T22:00:00.000+05:30
264.46,892,0.0,0.0,64,2013-12-04T23:00:00.000+05:30
262.96,508,0.0,0.0,64,2013-12-05T00:00:00.000+05:30
261.62,326,0.0,0.0,64,2013-12-05T01:00:00.000+05:30
260.58,273,0.0,0.0,90,2013-12-05T02:00:00.000+05:30
260.02,369,0.0,0.0,64,2013-12-05T03:00:00.000+05:30
259.26,835,0.0,0.0,64,2013-12-05T04:00:00.000+05:30
259.36,2628,0.0,0.0,64,2013-12-05T05:00:00.000+05:30
259.12,5075,0.0,0.0,64,2013-12-05T06:00:00.000+05:30
258.37,5630,0.0,0.0,64,2013-12-05T07:00:00.000+05:30
258.03,5417,0.0,0.0,64,2013-12-05T08:00:00.000+05:30
257.72,5117,0.0,0.0,64,2013-12-05T09:00:00.000+05:30
257.95,4179,0.0,0.0,20,2013-12-05T10:00:00.000+05:30
258.55,4410,0.0,0.0,64,2013-12-05T11:00:00.000+05:30
259.08,4752,0.0,0.0,40,2013-12-05T12:00:00.000+05:30
259.45,4766,0.0,0.0,64,2013-12-05T13:00:00.000+05:30
259.53,5139,0.0,0.0,64,2013-12-05T14:00:00.000+05:30
259.37,5582,0.0,0.0,64,2013-12-05T15:00:00.000+05:30
258.83,5792,0.0,0.0,64,2013-12-05T16:00:00.000+05:30
257.18,5075,0.0,0.0,64,2013-12-05T17:00:00.000+05:30
256.72,3172,0.0,0.0,64,2013-12-05T19:00:00.000+05:30
256.24,2769,0.0,0.0,64,2013-12-05T20:00:00.000+05:30
255.95,3504,0.0,0.0,64,2013-12-05T21:00:00.000+05:30
255.61,3496,0.0,0.0,1,2013-12-05T22:00:00.000+05:30
254.19,637,0.0,0.0,1,2013-12-06T00:00:00.000+05:30
253.13,374,0.0,0.0,1,2013-12-06T01:00:00.000+05:30
252.89,305,0.0,0.0,1,2013-12-06T02:00:00.000+05:30
252.63,377,0.0,0.0,1,2013-12-06T03:00:00.000+05:30
251.63,770,0.0,0.0,1,2013-12-06T04:00:00.000+05:30
251.94,2538,0.0,0.0,1,2013-12-06T05:00:00.000+05:30
251.74,5280,0.0,0.0,1,2013-12-06T06:00:00.000+05:30
250.81,5995,0.0,0.0,1,2013-12-06T07:00:00.000+05:30
251.88,5686,0.0,0.0,5,2013-12-06T08:00:00.000+05:30
252.91,4892,0.0,0.0,1,2013-12-06T09:00:00.000+05:30
254.81,4811,0.0,0.0,64,2013-12-06T11:00:00.000+05:30
255.78,5000,0.0,0.0,5,2013-12-06T12:00:00.000+05:30
256.53,5237,0.0,0.0,5,2013-12-06T13:00:00.000+05:30
256.84,5411,0.0,0.0,64,2013-12-06T14:00:00.000+05:30
256.97,5661,0.0,0.0,64,2013-12-06T15:00:00.000+05:30
255.08,6058,0.0,0.0,1,2013-12-06T16:00:00.000+05:30
254.44,5672,0.0,0.0,64,2013-12-06T17:00:00.000+05:30
252.8,4754,0.0,0.0,1,2013-12-06T18:00:00.000+05:30
252.15,3309,0.0,0.0,1,2013-12-06T19:00:00.000+05:30
251.15,2729,0.0,0.0,1,2013-12-06T20:00:00.000+05:30
251.14,2821,0.0,0.0,1,2013-12-06T21:00:00.000+05:30
251.14,2394,0.0,0.0,1,2013-12-06T22:00:00.000+05:30
250.63,1589,0.0,0.0,1,2013-12-06T23:00:00.000+05:30
249.88,1073,0.0,0.0,1,2013-12-07T00:00:00.000+05:30
249.63,660,0.0,0.0,1,2013-12-07T01:00:00.000+05:30
249.13,432,0.0,0.0,1,2013-12-07T02:00:00.000+05:30
248.89,317,0.0,0.0,1,2013-12-07T03:00:00.000+05:30
248.63,364,0.0,0.0,1,2013-12-07T04:00:00.000+05:30
249.63,742,0.0,0.0,75,2013-12-07T05:00:00.000+05:30
248.73,1193,0.0,0.0,75,2013-12-07T06:00:00.000+05:30
248.12,2003,0.0,0.0,75,2013-12-07T07:00:00.000+05:30
248.16,2754,0.0,0.0,1,2013-12-07T08:00:00.000+05:30
249.83,3520,0.0,0.0,1,2013-12-07T09:00:00.000+05:30
251.83,3636,0.0,0.0,1,2013-12-07T10:00:00.000+05:30
254.25,4737,0.0,0.0,64,2013-12-07T12:00:00.000+05:30
254.63,4672,0.0,0.0,64,2013-12-07T13:00:00.000+05:30
255.46,4704,0.0,0.0,5,2013-12-07T14:00:00.000+05:30
255.1,4839,0.0,0.0,40,2013-12-07T15:00:00.000+05:30
253.46,4806,0.0,0.0,40,2013-12-07T17:00:00.000+05:30
252.46,4893,0.0,0.0,1,2013-12-07T18:00:00.000+05:30
252.14,3101,0.0,0.0,1,2013-12-07T19:00:00.000+05:30
250.11,2342,0.0,0.0,1,2013-12-07T20:00:00.000+05:30
250.36,2450,0.0,0.0,1,2013-12-07T21:00:00.000+05:30
250.12,3318,0.0,0.0,1,2013-12-07T22:00:00.000+05:30
251.48,1716,0.0,0.0,1,2013-12-07T23:00:00.000+05:30
250.61,1122,0.0,0.0,1,2013-12-08T00:00:00.000+05:30
251.35,688,0.0,0.0,1,2013-12-08T01:00:00.000+05:30
252.97,541,0.0,0.0,40,2013-12-08T02:00:00.000+05:30
