holiday_indexed,temp,rain_1h,snow_1h,clouds_all,weather_main_indexed,weather_description_indexed,date_time,traffic_volume
0.0,286.87,0.0,0.0,90,0.0,2.0,2012-11-22T13:00:00.000+05:30,3213
0.0,287.98,0.0,0.0,75,0.0,3.0,2012-11-22T14:00:00.000+05:30,3090
0.0,288.46,0.0,0.0,75,0.0,3.0,2012-11-22T15:00:00.000+05:30,3068
0.0,287.3,0.0,0.0,75,0.0,3.0,2012-11-22T16:00:00.000+05:30,3152
0.0,285.57,0.0,0.0,75,0.0,3.0,2012-11-22T17:00:00.000+05:30,3023
0.0,284.82,0.0,0.0,75,0.0,3.0,2012-11-22T18:00:00.000+05:30,3083
0.0,285.57,0.0,0.0,40,0.0,4.0,2012-11-22T19:00:00.000+05:30,3010
0.0,287.12,0.0,0.0,75,0.0,3.0,2012-11-22T20:00:00.000+05:30,3002
0.0,287.97,0.0,0.0,75,0.0,3.0,2012-11-22T21:00:00.000+05:30,2533
0.0,288.23,0.0,0.0,75,0.0,3.0,2012-11-22T22:00:00.000+05:30,1958
0.0,288.22,0.0,0.0,75,0.0,3.0,2012-11-22T23:00:00.000+05:30,1390
0.0,287.46,0.0,0.0,75,0.0,3.0,2012-11-23T00:00:00.000+05:30,693
0.0,286.67,0.0,0.0,20,0.0,6.0,2012-11-23T01:00:00.000+05:30,482
0.0,286.01,0.0,0.0,20,0.0,6.0,2012-11-23T02:00:00.000+05:30,370
0.0,285.37,0.0,0.0,20,0.0,6.0,2012-11-23T03:00:00.000+05:30,341
0.0,284.82,0.0,0.0,20,0.0,6.0,2012-11-23T04:00:00.000+05:30,456
0.0,284.58,0.0,0.0,75,0.0,3.0,2012-11-23T05:00:00.000+05:30,1105
0.0,284.06,0.0,0.0,75,0.0,3.0,2012-11-23T06:00:00.000+05:30,2069
0.0,283.35,0.0,0.0,75,0.0,3.0,2012-11-23T07:00:00.000+05:30,2381
0.0,283.0,0.0,0.0,75,0.0,3.0,2012-11-23T08:00:00.000+05:30,2364
0.0,283.89,0.0,0.0,75,0.0,3.0,2012-11-23T09:00:00.000+05:30,2783
0.0,284.9,0.0,0.0,40,0.0,4.0,2012-11-23T10:00:00.000+05:30,3230
0.0,284.99,0.0,0.0,40,0.0,4.0,2012-11-23T11:00:00.000+05:30,3586
0.0,284.15,0.0,0.0,75,0.0,3.0,2012-11-23T12:00:00.000+05:30,3947
0.0,282.15,0.0,0.0,75,0.0,3.0,2012-11-23T13:00:00.000+05:30,3800
0.0,279.39,0.0,0.0,75,0.0,3.0,2012-11-23T14:00:00.000+05:30,4231
0.0,277.38,0.0,0.0,75,4.0,15.0,2012-11-23T15:00:00.000+05:30,4174
0.0,276.44,0.0,0.0,90,3.0,5.0,2012-11-23T16:00:00.000+05:30,4079
0.0,276.44,0.0,0.0,90,4.0,15.0,2012-11-23T16:00:00.000+05:30,4079
0.0,274.35,0.0,0.0,90,2.0,1.0,2012-11-23T17:00:00.000+05:30,3900
0.0,274.35,0.0,0.0,90,4.0,15.0,2012-11-23T17:00:00.000+05:30,3900
0.0,273.13,0.0,0.0,90,4.0,15.0,2012-11-23T18:00:00.000+05:30,3420
0.0,273.13,0.0,0.0,90,2.0,1.0,2012-11-23T18:00:00.000+05:30,3420
0.0,272.42,0.0,0.0,90,2.0,1.0,2012-11-23T19:00:00.000+05:30,2876
0.0,272.42,0.0,0.0,90,4.0,17.0,2012-11-23T19:00:00.000+05:30,2876
0.0,272.42,0.0,0.0,90,4.0,15.0,2012-11-23T19:00:00.000+05:30,2876
0.0,272.42,0.0,0.0,90,8.0,12.0,2012-11-23T19:00:00.000+05:30,2876
0.0,271.6,0.0,0.0,90,4.0,17.0,2012-11-23T20:00:00.000+05:30,2543
0.0,271.6,0.0,0.0,90,2.0,1.0,2012-11-23T20:00:00.000+05:30,2543
0.0,271.6,0.0,0.0,90,4.0,15.0,2012-11-23T20:00:00.000+05:30,2543
0.0,270.59,0.0,0.0,90,6.0,10.0,2012-11-23T21:00:00.000+05:30,2221
0.0,269.61,0.0,0.0,90,4.0,15.0,2012-11-23T22:00:00.000+05:30,2148
0.0,268.72,0.0,0.0,90,4.0,15.0,2012-11-23T23:00:00.000+05:30,1512
0.0,268.72,0.0,0.0,90,2.0,1.0,2012-11-23T23:00:00.000+05:30,1512
0.0,268.06,0.0,0.0,90,4.0,15.0,2012-11-24T00:00:00.000+05:30,917
0.0,267.76,0.0,0.0,90,6.0,10.0,2012-11-24T01:00:00.000+05:30,611
0.0,267.76,0.0,0.0,90,4.0,15.0,2012-11-24T01:00:00.000+05:30,611
0.0,267.19,0.0,0.0,90,4.0,15.0,2012-11-24T02:00:00.000+05:30,470
0.0,266.59,0.0,0.0,90,2.0,1.0,2012-11-24T03:00:00.000+05:30,322
0.0,266.59,0.0,0.0,90,4.0,15.0,2012-11-24T03:00:00.000+05:30,322
0.0,265.86,0.0,0.0,90,4.0,15.0,2012-11-24T04:00:00.000+05:30,299
0.0,265.6,0.0,0.0,90,4.0,15.0,2012-11-24T05:00:00.000+05:30,574
0.0,265.55,0.0,0.0,90,4.0,15.0,2012-11-24T06:00:00.000+05:30,1017
0.0,265.5,0.0,0.0,90,4.0,15.0,2012-11-24T07:00:00.000+05:30,1348
0.0,266.01,0.0,0.0,75,4.0,15.0,2012-11-24T08:00:00.000+05:30,1878
0.0,266.51,0.0,0.0,90,4.0,15.0,2012-11-24T09:00:00.000+05:30,2753
0.0,266.98,0.0,0.0,90,0.0,2.0,2012-11-24T10:00:00.000+05:30,3178
0.0,267.78,0.0,0.0,90,0.0,2.0,2012-11-24T11:00:00.000+05:30,3880
0.0,268.76,0.0,0.0,1,1.0,0.0,2012-11-24T12:00:00.000+05:30,4312
0.0,269.24,0.0,0.0,1,1.0,0.0,2012-11-24T13:00:00.000+05:30,4494
0.0,269.4,0.0,0.0,40,0.0,4.0,2012-11-24T14:00:00.000+05:30,4206
0.0,269.2,0.0,0.0,75,0.0,3.0,2012-11-24T15:00:00.000+05:30,4204
0.0,269.15,0.0,0.0,90,0.0,2.0,2012-11-24T16:00:00.000+05:30,4449
0.0,268.5,0.0,0.0,90,0.0,2.0,2012-11-24T17:00:00.000+05:30,4357
0.0,267.82,0.0,0.0,90,0.0,2.0,2012-11-24T18:00:00.000+05:30,3905
0.0,266.92,0.0,0.0,90,0.0,2.0,2012-11-24T19:00:00.000+05:30,3068
0.0,265.61,0.0,0.0,90,0.0,2.0,2012-11-24T20:00:00.000+05:30,2779
0.0,262.33,0.0,0.0,1,1.0,0.0,2012-11-25T01:00:00.000+05:30,689
0.0,261.45,0.0,0.0,1,1.0,0.0,2012-11-25T02:00:00.000+05:30,536
0.0,261.08,0.0,0.0,1,1.0,0.0,2012-11-25T03:00:00.000+05:30,322
0.0,260.62,0.0,0.0,1,1.0,0.0,2012-11-25T04:00:00.000+05:30,271
0.0,260.24,0.0,0.0,1,1.0,0.0,2012-11-25T05:00:00.000+05:30,426
0.0,259.88,0.0,0.0,1,1.0,0.0,2012-11-25T06:00:00.000+05:30,726
0.0,259.78,0.0,0.0,1,1.0,0.0,2012-11-25T07:00:00.000+05:30,910
0.0,260.82,0.0,0.0,20,0.0,6.0,2012-11-25T08:00:00.000+05:30,1366
0.0,263.42,0.0,0.0,75,0.0,3.0,2012-11-25T09:00:00.000+05:30,2222
0.0,265.24,0.0,0.0,20,0.0,6.0,2012-11-25T10:00:00.000+05:30,2918
0.0,266.31,0.0,0.0,75,0.0,3.0,2012-11-25T11:00:00.000+05:30,3413
0.0,267.37,0.0,0.0,90,0.0,2.0,2012-11-25T12:00:00.000+05:30,3724
0.0,268.13,0.0,0.0,90,0.0,2.0,2012-11-25T13:00:00.000+05:30,3949
0.0,268.93,0.0,0.0,90,0.0,2.0,2012-11-25T14:00:00.000+05:30,4076
0.0,269.41,0.0,0.0,90,0.0,2.0,2012-11-25T15:00:00.000+05:30,4729
0.0,270.1,0.0,0.0,90,0.0,2.0,2012-11-25T16:00:00.000+05:30,4880
0.0,270.37,0.0,0.0,90,0.0,2.0,2012-11-25T17:00:00.000+05:30,4435
0.0,270.61,0.0,0.0,90,0.0,2.0,2012-11-25T18:00:00.000+05:30,3749
0.0,270.98,0.0,0.0,90,0.0,2.0,2012-11-25T19:00:00.000+05:30,3381
0.0,271.02,0.0,0.0,90,0.0,2.0,2012-11-25T20:00:00.000+05:30,2809
0.0,270.98,0.0,0.0,90,0.0,2.0,2012-11-25T21:00:00.000+05:30,2150
0.0,270.97,0.0,0.0,90,4.0,15.0,2012-11-25T22:00:00.000+05:30,1533
0.0,270.97,0.0,0.0,40,0.0,4.0,2012-11-25T23:00:00.000+05:30,925
0.0,271.25,0.0,0.0,90,0.0,2.0,2012-11-26T00:00:00.000+05:30,524
0.0,271.34,0.0,0.0,90,0.0,2.0,2012-11-26T01:00:00.000+05:30,293
0.0,271.79,0.0,0.0,90,0.0,2.0,2012-11-26T02:00:00.000+05:30,258
0.0,271.75,0.0,0.0,90,0.0,2.0,2012-11-26T03:00:00.000+05:30,337
0.0,271.62,0.0,0.0,90,0.0,2.0,2012-11-26T04:00:00.000+05:30,771
0.0,271.48,0.0,0.0,90,0.0,2.0,2012-11-26T05:00:00.000+05:30,2496
0.0,271.14,0.0,0.0,90,0.0,2.0,2012-11-26T06:00:00.000+05:30,5529
0.0,270.77,0.0,0.0,90,0.0,2.0,2012-11-26T07:00:00.000+05:30,6752
0.0,270.73,0.0,0.0,90,0.0,2.0,2012-11-26T08:00:00.000+05:30,5787
0.0,270.89,0.0,0.0,90,0.0,2.0,2012-11-26T09:00:00.000+05:30,4699
0.0,270.97,0.0,0.0,90,0.0,2.0,2012-11-26T10:00:00.000+05:30,4271
0.0,270.64,0.0,0.0,90,0.0,2.0,2012-11-26T11:00:00.000+05:30,4314
0.0,270.39,0.0,0.0,90,0.0,2.0,2012-11-26T12:00:00.000+05:30,4603
0.0,271.26,0.0,0.0,86,0.0,2.0,2012-11-26T13:00:00.000+05:30,4816
0.0,271.65,0.0,0.0,75,4.0,15.0,2012-11-26T15:00:00.000+05:30,5449
0.0,271.6,0.0,0.0,90,0.0,2.0,2012-11-26T16:00:00.000+05:30,6238
0.0,271.36,0.0,0.0,75,0.0,3.0,2012-11-26T17:00:00.000+05:30,5761
0.0,271.32,0.0,0.0,90,0.0,2.0,2012-11-26T18:00:00.000+05:30,4022
0.0,271.29,0.0,0.0,90,0.0,2.0,2012-11-26T19:00:00.000+05:30,2874
0.0,271.29,0.0,0.0,90,0.0,2.0,2012-11-26T20:00:00.000+05:30,2362
0.0,270.6,0.0,0.0,90,0.0,2.0,2012-11-26T21:00:00.000+05:30,2098
0.0,269.59,0.0,0.0,90,0.0,2.0,2012-11-26T22:00:00.000+05:30,1342
0.0,268.57,0.0,0.0,90,0.0,2.0,2012-11-26T23:00:00.000+05:30,944
0.0,267.12,0.0,0.0,90,0.0,2.0,2012-11-27T00:00:00.000+05:30,459
0.0,265.53,0.0,0.0,75,0.0,3.0,2012-11-27T01:00:00.000+05:30,303
0.0,264.4,0.0,0.0,75,4.0,15.0,2012-11-27T02:00:00.000+05:30,247
0.0,262.98,0.0,0.0,40,0.0,4.0,2012-11-27T03:00:00.000+05:30,337
0.0,262.44,0.0,0.0,40,4.0,15.0,2012-11-27T04:00:00.000+05:30,781
0.0,261.77,0.0,0.0,90,4.0,15.0,2012-11-27T05:00:00.000+05:30,2601
0.0,261.27,0.0,0.0,90,4.0,15.0,2012-11-27T06:00:00.000+05:30,5639
0.0,260.62,0.0,0.0,75,0.0,3.0,2012-11-27T07:00:00.000+05:30,6768
0.0,260.47,0.0,0.0,40,0.0,4.0,2012-11-27T08:00:00.000+05:30,6116
0.0,261.12,0.0,0.0,1,1.0,0.0,2012-11-27T09:00:00.000+05:30,5215
0.0,262.6,0.0,0.0,1,1.0,0.0,2012-11-27T10:00:00.000+05:30,4315
0.0,263.5,0.0,0.0,1,1.0,0.0,2012-11-27T11:00:00.000+05:30,4497
0.0,264.4,0.0,0.0,1,1.0,0.0,2012-11-27T12:00:00.000+05:30,4799
0.0,265.23,0.0,0.0,1,1.0,0.0,2012-11-27T13:00:00.000+05:30,4884
0.0,266.06,0.0,0.0,1,1.0,0.0,2012-11-27T14:00:00.000+05:30,5234
0.0,266.17,0.0,0.0,1,1.0,0.0,2012-11-27T15:00:00.000+05:30,5665
0.0,266.01,0.0,0.0,1,1.0,0.0,2012-11-27T16:00:00.000+05:30,6428
0.0,264.93,0.0,0.0,1,1.0,0.0,2012-11-27T17:00:00.000+05:30,6092
0.0,264.26,0.0,0.0,1,1.0,0.0,2012-11-27T18:00:00.000+05:30,4317
0.0,263.8,0.0,0.0,1,1.0,0.0,2012-11-27T19:00:00.000+05:30,3137
0.0,263.33,0.0,0.0,1,1.0,0.0,2012-11-27T20:00:00.000+05:30,2647
0.0,263.47,0.0,0.0,1,1.0,0.0,2012-11-27T21:00:00.000+05:30,2194
0.0,263.55,0.0,0.0,1,1.0,0.0,2012-11-27T22:00:00.000+05:30,1523
0.0,263.83,0.0,0.0,1,1.0,0.0,2012-11-27T23:00:00.000+05:30,949
0.0,264.18,0.0,0.0,1,1.0,0.0,2012-11-28T00:00:00.000+05:30,510
0.0,264.21,0.0,0.0,20,0.0,6.0,2012-11-28T01:00:00.000+05:30,342
0.0,264.75,0.0,0.0,75,0.0,3.0,2012-11-28T02:00:00.000+05:30,245
0.0,264.94,0.0,0.0,75,0.0,3.0,2012-11-28T03:00:00.000+05:30,352
0.0,265.07,0.0,0.0,40,0.0,4.0,2012-11-28T04:00:00.000+05:30,759
0.0,265.25,0.0,0.0,75,0.0,3.0,2012-11-28T05:00:00.000+05:30,2638
0.0,264.84,0.0,0.0,40,0.0,4.0,2012-11-28T06:00:00.000+05:30,5816
0.0,265.03,0.0,0.0,20,0.0,6.0,2012-11-28T07:00:00.000+05:30,6995
0.0,265.28,0.0,0.0,75,0.0,3.0,2012-11-28T08:00:00.000+05:30,6071
0.0,267.05,0.0,0.0,40,0.0,4.0,2012-11-28T09:00:00.000+05:30,5228
0.0,268.83,0.0,0.0,75,0.0,3.0,2012-11-28T10:00:00.000+05:30,4570
0.0,270.43,0.0,0.0,90,0.0,2.0,2012-11-28T11:00:00.000+05:30,4809
0.0,272.28,0.0,0.0,90,0.0,2.0,2012-11-28T12:00:00.000+05:30,4839
0.0,273.82,0.0,0.0,90,0.0,2.0,2012-11-28T13:00:00.000+05:30,4837
0.0,275.34,0.0,0.0,75,0.0,3.0,2012-11-28T14:00:00.000+05:30,5290
0.0,276.01,0.0,0.0,90,0.0,2.0,2012-11-28T15:00:00.000+05:30,5621
0.0,275.25,0.0,0.0,40,0.0,4.0,2012-11-28T16:00:00.000+05:30,6116
0.0,273.84,0.0,0.0,75,0.0,3.0,2012-11-28T17:00:00.000+05:30,5813
0.0,272.17,0.0,0.0,40,0.0,4.0,2012-11-28T18:00:00.000+05:30,4314
0.0,270.99,0.0,0.0,20,0.0,6.0,2012-11-28T19:00:00.000+05:30,3077
0.0,270.23,0.0,0.0,1,1.0,0.0,2012-11-28T20:00:00.000+05:30,2691
0.0,269.63,0.0,0.0,1,1.0,0.0,2012-11-28T21:00:00.000+05:30,2297
0.0,269.59,0.0,0.0,1,1.0,0.0,2012-11-28T22:00:00.000+05:30,1568
0.0,269.52,0.0,0.0,1,1.0,0.0,2012-11-28T23:00:00.000+05:30,1020
0.0,269.69,0.0,0.0,20,0.0,6.0,2012-11-29T00:00:00.000+05:30,561
0.0,269.84,0.0,0.0,90,0.0,2.0,2012-11-29T01:00:00.000+05:30,358
0.0,269.7,0.0,0.0,90,0.0,2.0,2012-11-29T02:00:00.000+05:30,279
0.0,269.73,0.0,0.0,90,0.0,2.0,2012-11-29T03:00:00.000+05:30,363
0.0,269.51,0.0,0.0,90,0.0,2.0,2012-11-29T04:00:00.000+05:30,784
0.0,269.29,0.0,0.0,90,0.0,2.0,2012-11-29T05:00:00.000+05:30,2612
0.0,269.29,0.0,0.0,90,0.0,2.0,2012-11-29T06:00:00.000+05:30,5608
0.0,269.56,0.0,0.0,90,0.0,2.0,2012-11-29T07:00:00.000+05:30,7020
0.0,269.6,0.0,0.0,90,0.0,2.0,2012-11-29T08:00:00.000+05:30,6072
0.0,270.12,0.0,0.0,90,0.0,2.0,2012-11-29T09:00:00.000+05:30,5403
0.0,270.96,0.0,0.0,75,0.0,3.0,2012-11-29T10:00:00.000+05:30,4566
0.0,271.43,0.0,0.0,75,0.0,3.0,2012-11-29T11:00:00.000+05:30,4906
0.0,273.12,0.0,0.0,75,0.0,3.0,2012-11-29T12:00:00.000+05:30,5081
0.0,273.26,0.0,0.0,1,1.0,0.0,2012-11-29T13:00:00.000+05:30,5101
0.0,274.36,0.0,0.0,75,0.0,3.0,2012-11-29T14:00:00.000+05:30,5463
0.0,274.33,0.0,0.0,75,0.0,3.0,2012-11-29T15:00:00.000+05:30,5945
0.0,273.67,0.0,0.0,16,0.0,6.0,2012-11-29T16:00:00.000+05:30,6489
0.0,272.98,0.0,0.0,90,0.0,2.0,2012-11-29T17:00:00.000+05:30,6078
0.0,272.48,0.0,0.0,90,0.0,2.0,2012-11-29T18:00:00.000+05:30,4522
0.0,272.56,0.0,0.0,90,0.0,2.0,2012-11-29T19:00:00.000+05:30,3293
0.0,272.93,0.0,0.0,90,0.0,2.0,2012-11-29T20:00:00.000+05:30,2913
0.0,273.13,0.0,0.0,16,0.0,6.0,2012-11-29T21:00:00.000+05:30,2571
0.0,273.92,0.0,0.0,16,0.0,6.0,2012-11-29T23:00:00.000+05:30,1070
0.0,273.92,0.0,0.0,16,0.0,6.0,2012-11-30T00:00:00.000+05:30,591
0.0,270.47,0.0,0.0,6,1.0,0.0,2012-11-30T01:00:00.000+05:30,382
0.0,270.47,0.0,0.0,6,1.0,0.0,2012-11-30T02:00:00.000+05:30,340
0.0,270.47,0.0,0.0,6,1.0,0.0,2012-11-30T03:00:00.000+05:30,381
0.0,270.47,0.0,0.0,6,1.0,0.0,2012-11-30T04:00:00.000+05:30,784
0.0,270.47,0.0,0.0,6,1.0,0.0,2012-11-30T05:00:00.000+05:30,2468
0.0,270.47,0.0,0.0,6,1.0,0.0,2012-11-30T06:00:00.000+05:30,5503
0.0,271.22,0.0,0.0,59,0.0,3.0,2012-11-30T07:00:00.000+05:30,6615
0.0,271.22,0.0,0.0,59,0.0,3.0,2012-11-30T08:00:00.000+05:30,5913
0.0,271.22,0.0,0.0,59,0.0,3.0,2012-11-30T09:00:00.000+05:30,5171
0.0,271.22,0.0,0.0,59,0.0,3.0,2012-11-30T10:00:00.000+05:30,4840
0.0,271.22,0.0,0.0,59,0.0,3.0,2012-11-30T11:00:00.000+05:30,5263
0.0,276.53,0.0,0.0,75,0.0,3.0,2012-11-30T13:00:00.000+05:30,5446
0.0,276.41,0.0,0.0,75,0.0,3.0,2012-11-30T14:00:00.000+05:30,5746
0.0,275.76,0.0,0.0,90,0.0,2.0,2012-11-30T15:00:00.000+05:30,6110
0.0,275.24,0.0,0.0,90,0.0,2.0,2012-11-30T16:00:00.000+05:30,6749
0.0,274.48,0.0,0.0,90,0.0,2.0,2012-11-30T17:00:00.000+05:30,5518
0.0,273.88,0.0,0.0,90,0.0,2.0,2012-11-30T18:00:00.000+05:30,5420
0.0,273.45,0.0,0.0,90,0.0,2.0,2012-11-30T19:00:00.000+05:30,3618
0.0,272.8,0.0,0.0,90,0.0,2.0,2012-11-30T20:00:00.000+05:30,3020
0.0,272.38,0.0,0.0,90,0.0,2.0,2012-11-30T21:00:00.000+05:30,2987
0.0,272.33,0.0,0.0,90,0.0,2.0,2012-11-30T22:00:00.000+05:30,2644
0.0,272.14,0.0,0.0,90,0.0,2.0,2012-11-30T23:00:00.000+05:30,1799
0.0,272.0,0.0,0.0,90,0.0,2.0,2012-12-01T00:00:00.000+05:30,1103
0.0,272.13,0.0,0.0,90,0.0,2.0,2012-12-01T01:00:00.000+05:30,702
0.0,271.81,0.0,0.0,90,0.0,2.0,2012-12-01T02:00:00.000+05:30,588
0.0,271.63,0.0,0.0,90,0.0,2.0,2012-12-01T03:00:00.000+05:30,411
0.0,271.54,0.0,0.0,90,0.0,2.0,2012-12-01T04:00:00.000+05:30,384
0.0,271.68,0.0,0.0,90,0.0,2.0,2012-12-01T05:00:00.000+05:30,748
0.0,272.23,0.0,0.0,90,0.0,2.0,2012-12-01T06:00:00.000+05:30,1274
0.0,272.53,0.0,0.0,90,6.0,10.0,2012-12-01T07:00:00.000+05:30,2192
0.0,273.09,0.0,0.0,90,6.0,10.0,2012-12-01T08:00:00.000+05:30,2953
0.0,273.09,0.0,0.0,90,2.0,1.0,2012-12-01T08:00:00.000+05:30,2953
0.0,273.42,0.0,0.0,90,2.0,1.0,2012-12-01T09:00:00.000+05:30,3648
0.0,273.42,0.0,0.0,90,6.0,10.0,2012-12-01T09:00:00.000+05:30,3648
0.0,273.79,0.0,0.0,90,2.0,1.0,2012-12-01T10:00:00.000+05:30,3971
0.0,273.79,0.0,0.0,90,6.0,10.0,2012-12-01T10:00:00.000+05:30,3971
0.0,274.06,0.0,0.0,90,2.0,1.0,2012-12-01T11:00:00.000+05:30,4618
0.0,274.06,0.0,0.0,90,6.0,10.0,2012-12-01T11:00:00.000+05:30,4618
0.0,274.38,0.0,0.0,90,6.0,10.0,2012-12-01T12:00:00.000+05:30,5161
0.0,274.38,0.0,0.0,90,2.0,1.0,2012-12-01T12:00:00.000+05:30,5161
0.0,274.57,0.0,0.0,90,2.0,1.0,2012-12-01T13:00:00.000+05:30,4986
0.0,274.57,0.0,0.0,90,6.0,10.0,2012-12-01T13:00:00.000+05:30,4986
0.0,274.84,0.0,0.0,90,6.0,10.0,2012-12-01T14:00:00.000+05:30,4919
0.0,274.84,0.0,0.0,90,2.0,1.0,2012-12-01T14:00:00.000+05:30,4919
0.0,274.72,0.0,0.0,90,6.0,10.0,2012-12-01T15:00:00.000+05:30,4819
0.0,274.72,0.0,0.0,90,2.0,1.0,2012-12-01T15:00:00.000+05:30,4819
0.0,274.56,0.0,0.0,90,2.0,1.0,2012-12-01T16:00:00.000+05:30,5085
0.0,274.56,0.0,0.0,90,6.0,10.0,2012-12-01T16:00:00.000+05:30,5085
0.0,274.56,0.0,0.0,90,0.0,2.0,2012-12-01T17:00:00.000+05:30,5231
0.0,274.38,0.0,0.0,90,2.0,1.0,2012-12-01T18:00:00.000+05:30,4788
0.0,274.38,0.0,0.0,90,6.0,10.0,2012-12-01T18:00:00.000+05:30,4788
0.0,274.04,0.0,0.0,90,6.0,10.0,2012-12-01T19:00:00.000+05:30,3288
0.0,274.04,0.0,0.0,90,2.0,1.0,2012-12-01T19:00:00.000+05:30,3288
0.0,273.86,0.0,0.0,90,2.0,1.0,2012-12-01T20:00:00.000+05:30,2746
0.0,273.86,0.0,0.0,90,6.0,10.0,2012-12-01T20:00:00.000+05:30,2746
0.0,273.86,0.0,0.0,90,2.0,1.0,2012-12-01T21:00:00.000+05:30,2616
0.0,273.86,0.0,0.0,90,2.0,1.0,2012-12-01T22:00:00.000+05:30,2489
0.0,274.0,0.0,0.0,90,2.0,1.0,2012-12-01T23:00:00.000+05:30,1917
0.0,274.01,0.0,0.0,90,2.0,1.0,2012-12-02T00:00:00.000+05:30,1341
0.0,274.52,0.0,0.0,90,2.0,1.0,2012-12-02T01:00:00.000+05:30,825
0.0,274.8,0.0,0.0,90,2.0,1.0,2012-12-02T02:00:00.000+05:30,627
0.0,275.18,0.0,0.0,90,2.0,1.0,2012-12-02T03:00:00.000+05:30,339
0.0,275.59,0.0,0.0,90,2.0,1.0,2012-12-02T04:00:00.000+05:30,301
0.0,275.91,0.0,0.0,90,2.0,1.0,2012-12-02T05:00:00.000+05:30,447
0.0,275.73,0.0,0.0,90,2.0,1.0,2012-12-02T06:00:00.000+05:30,667
0.0,275.86,0.0,0.0,90,2.0,1.0,2012-12-02T07:00:00.000+05:30,1029
0.0,276.24,0.0,0.0,90,2.0,1.0,2012-12-02T08:00:00.000+05:30,1613
0.0,277.86,0.0,0.0,100,3.0,5.0,2012-12-02T10:00:00.000+05:30,3179
0.0,277.86,0.0,0.0,100,3.0,5.0,2012-12-02T11:00:00.000+05:30,3642
0.0,279.43,0.0,0.0,100,3.0,5.0,2012-12-02T12:00:00.000+05:30,3770
0.0,279.85,0.0,0.0,90,2.0,1.0,2012-12-02T13:00:00.000+05:30,3924
0.0,279.85,0.0,0.0,90,6.0,10.0,2012-12-02T13:00:00.000+05:30,3924
0.0,280.55,0.0,0.0,90,6.0,10.0,2012-12-02T14:00:00.000+05:30,3696
0.0,280.55,0.0,0.0,90,2.0,1.0,2012-12-02T14:00:00.000+05:30,3696
0.0,280.8,0.0,0.0,90,6.0,10.0,2012-12-02T15:00:00.000+05:30,4329
0.0,280.8,0.0,0.0,90,2.0,1.0,2012-12-02T15:00:00.000+05:30,4329
0.0,280.8,0.0,0.0,90,6.0,10.0,2012-12-02T16:00:00.000+05:30,4135
0.0,280.8,0.0,0.0,90,2.0,1.0,2012-12-02T16:00:00.000+05:30,4135
0.0,280.65,0.0,0.0,90,2.0,1.0,2012-12-02T17:00:00.000+05:30,3938
0.0,280.65,0.0,0.0,90,6.0,10.0,2012-12-02T17:00:00.000+05:30,3938
0.0,279.0,0.0,0.0,90,2.0,1.0,2012-12-02T18:00:00.000+05:30,3243
0.0,279.0,0.0,0.0,90,6.0,10.0,2012-12-02T18:00:00.000+05:30,3243
0.0,277.24,0.0,0.0,40,2.0,1.0,2012-12-02T19:00:00.000+05:30,2731
0.0,276.8,0.0,0.0,90,2.0,1.0,2012-12-02T20:00:00.000+05:30,2319
0.0,276.38,0.0,0.0,90,2.0,1.0,2012-12-02T21:00:00.000+05:30,2093
0.0,276.55,0.0,0.0,90,2.0,1.0,2012-12-02T22:00:00.000+05:30,2350
0.0,276.01,0.0,0.0,75,3.0,5.0,2012-12-02T23:00:00.000+05:30,930
0.0,276.01,0.0,0.0,75,2.0,1.0,2012-12-02T23:00:00.000+05:30,930
0.0,274.55,0.0,0.0,20,8.0,12.0,2012-12-03T00:00:00.000+05:30,496
0.0,274.55,0.0,0.0,20,2.0,1.0,2012-12-03T00:00:00.000+05:30,496
0.0,273.38,0.0,0.0,1,8.0,12.0,2012-12-03T01:00:00.000+05:30,273
0.0,273.38,0.0,0.0,1,2.0,1.0,2012-12-03T01:00:00.000+05:30,273
0.0,272.68,0.0,0.0,1,2.0,1.0,2012-12-03T02:00:00.000+05:30,234
0.0,272.68,0.0,0.0,1,8.0,12.0,2012-12-03T02:00:00.000+05:30,234
0.0,272.45,0.0,0.0,1,8.0,12.0,2012-12-03T03:00:00.000+05:30,291
0.0,272.45,0.0,0.0,1,2.0,1.0,2012-12-03T03:00:00.000+05:30,291
0.0,271.65,0.0,0.0,20,8.0,12.0,2012-12-03T04:00:00.000+05:30,802
0.0,271.65,0.0,0.0,20,2.0,1.0,2012-12-03T04:00:00.000+05:30,802
0.0,271.25,0.0,0.0,90,8.0,12.0,2012-12-03T05:00:00.000+05:30,2518
0.0,271.06,0.0,0.0,90,8.0,12.0,2012-12-03T06:00:00.000+05:30,5506
0.0,271.48,0.0,0.0,90,8.0,12.0,2012-12-03T07:00:00.000+05:30,6393
0.0,271.33,0.0,0.0,90,8.0,12.0,2012-12-03T08:00:00.000+05:30,5800
0.0,271.33,0.0,0.0,90,2.0,1.0,2012-12-03T08:00:00.000+05:30,5800
0.0,271.94,0.0,0.0,90,8.0,12.0,2012-12-03T09:00:00.000+05:30,5064
0.0,271.94,0.0,0.0,90,2.0,1.0,2012-12-03T09:00:00.000+05:30,5064
0.0,273.36,0.0,0.0,90,2.0,1.0,2012-12-03T10:00:00.000+05:30,4442
